"X231_hop_R_01.c3d.11","X238_hop_R_01.c3d.11","X250_hop_R_01.c3d.11","X253_hop_R_01.c3d.11","X263_Hop_L_01.c3d.11","X278_hop_R_01.c3d.11","X281_hop_R_01.c3d.11","X283_Hop_L_01.c3d.11","X285_Hop_R_01.c3d.11","X286_hop_L_01.c3d.11","X300_hop_R_01.c3d.11","X302_hop_L_01.c3d.11","X305_hop_R_01.c3d.11","X306_hop_L_01.c3d.11","X309_hop_L_01.c3d.11","X310_hop_R_01.c3d.11","X312_hop_R_01.c3d.11","X318_hop_R_01.c3d.11","X321_hop_R_01.c3d.11","X326_hop_L_01.c3d.11","X328_hop_R_01.c3d.11","X337_hop_R_01.c3d.11","X340_hop_L_01.c3d.11","X341_hop_R_01.c3d.11","X342_hop_L_01.c3d.11","X343_Hop_L_01.c3d.11","X346_Hop_R_01.c3d.11","X354_hop_R_01.c3d.11","X361_hop_R_01.c3d.11","X368_hop_R_01.c3d.11","X399_hop_R_01.c3d.11","X402_hop_R_01.c3d.11","X004_hop_L_01.c3d.11","X008_hop_R_01.c3d.11","X009_Hop_L_01.c3d.11","X012_hop_L_01.c3d.11","X015_Hop_R_01.c3d.11","X016_Hop_R_01.c3d.11","X017_hop_L_01.c3d.11","X018_hop_R_01.c3d.11","X019_hop_L_01.c3d.11","X021_Hop_L_01.c3d.11","X027_hop_R_01.c3d.11","X028_Hop_L_01.c3d.11","X033_hop_R_01.c3d.11","X035_Hop_R_01.c3d.11","X036_Hop_L_01.c3d.11","X037_hop_R_01.c3d.11","X049_hop_R_01.c3d.11","X052_Hop_R_01.c3d.11","X053_hop_L_01.c3d.11","X068_hop_R_01.c3d.11","X070_hop_R_01.c3d.11","X073_hop_R_01.c3d.11","X075_hop_L_01.c3d.11","X080_hop_L_01.c3d.11","X086_Hop_R_01.c3d.11","X092_hop_R_01.c3d.11","X100_hop_R_01.c3d.11","X103_hop_R_01.c3d.11","X111_hop_L_01.c3d.11","X118_hop_R_01.c3d.11","X119_hop_R_01.c3d.11","X128_hop_R_01.c3d.11","X130_Hop_L_01.c3d.11","X149_hop_R_01.c3d.11","X155_hop_R_01.c3d.11","X329_hop_L_01.c3d.11","X2001_hop_L_01.c3d.11","X2002_hop_L_01.c3d.11","X2004_hop_L_01.c3d.11","X2005_hop_L_01.c3d.11","X2006_hop_L_01.c3d.11","X2007_hop_L_01.c3d.11","X2008_hop_L_01.c3d.11","X2009_hop_L_01.c3d.11","X2010_hop_L_01.c3d.11","X2011_hop_L_01.c3d.11","X2012_hop_L_01.c3d.11","X2013_hop_L_01.c3d.11","X2014_hop_L_01.c3d.11","X2015_hop_L_01.c3d.11","X2016_hop_L_01.c3d.11","X2017_hop_L_01.c3d.11","X2018_hop_L_01.c3d.11","X2019_hop_L_01.c3d.11","X2020_hop_L_01.c3d.11","X2021_hop_L_01.c3d.11","X2022_hop_L_01.c3d.11","X2023_hop_L_01.c3d.11","X2024_hop_L_01.c3d.11","X2025_hop_L_01.c3d.11","X2026_hop_L_01.c3d.11","X2027_hop_R_01.c3d.11","X2028_hop_L_01.c3d.11","X2029_hop_L_01.c3d.11","X2030_hop_L_01.c3d.11","X2031_hop_L_01.c3d.11","X2032_hop_L_01.c3d.11","X2034_hop_L_01.c3d.11"
16.665613,20.32958,17.303358,17.783651,14.491623,31.038954,33.87368,24.798386,24.740543,35.356064,29.58329,32.32325,19.391928,18.0466,23.452848,6.190694,11.069922,17.864553,11.686288,16.406569,17.366978,6.00063,19.29987,6.463993,19.422293,30.789953,21.271381,13.209948,11.75794,12.11697,7.803413,43.036869,13.756593,19.681438,14.267171,23.794949,17.268053,26.630077,10.885574,10.634418,23.861353,34.858093,34.298698,9.341209,6.676277,11.987781,10.72553,17.1793,10.92136,16.413828,9.526044,27.751009,20.469343,41.628132,31.959629,13.676002,31.580811,7.838237,25.414299,11.742965,9.244065,15.678748,13.236226,22.478544,1.881345,30.882614,12.298022,8.858843,18.350304,30.458803,20.551645,11.919456,17.592741,12.265406,5.133512,23.534985,8.538436,25.906301,19.190876,15.286538,32.541191,16.58461,21.094481,17.185768,16.910889,12.62567,18.790134,23.154192,59.56115,19.069456,18.120113,13.590139,33.010006,33.259686,20.804289,15.357611,18.171101,9.061121,16.658165,21.78826
16.704508,20.674078,17.33699,17.743158,14.745525,31.036776,33.927078,24.846039,24.952803,35.604904,29.535421,32.270138,19.55916,18.095757,23.714388,6.297414,11.144163,18.052782,11.593051,16.638876,17.30345,6.020384,19.519405,6.464743,19.497036,31.03294,21.302649,13.329192,11.81421,12.114532,7.788597,43.198887,13.77065,19.837839,14.398776,23.854565,17.27961,26.713678,11.103278,10.547715,23.97245,34.897057,34.411949,9.345283,6.908994,11.992678,10.613171,17.068501,11.245351,16.446999,9.647363,28.00149,20.740355,41.534271,31.937727,13.637905,31.808758,7.837026,25.436312,11.83116,9.364052,15.530679,13.258364,22.79517,1.979774,30.782944,12.577089,8.899257,18.742899,30.430687,20.474524,12.068283,17.637405,12.338824,5.101398,23.608517,8.68513,26.04896,19.229908,15.345415,32.826263,16.501785,21.138073,17.191099,16.916809,12.574792,19.088268,23.167444,59.521553,19.17914,18.273951,13.887022,33.118862,33.543224,20.973255,15.466591,18.221899,8.96868,16.639816,21.495184
16.747786,21.026638,17.343475,17.706396,15.015817,31.022215,33.985012,24.905947,25.140881,35.853745,29.478863,32.222099,19.711992,18.132404,23.98822,6.405743,11.218775,18.240194,11.501525,16.915815,17.261209,6.025019,19.744123,6.457538,19.572876,31.283947,21.323557,13.457396,11.867621,12.111023,7.780893,43.343487,13.797522,19.980307,14.537837,23.923376,17.290997,26.801752,11.306741,10.420898,24.103735,34.919029,34.524689,9.348485,7.111973,11.996854,10.506674,16.929081,11.580142,16.500654,9.786417,28.263212,21.030785,41.48457,31.942781,13.59213,32.029789,7.840435,25.454649,11.910579,9.521036,15.395379,13.278127,23.116156,2.080384,30.648886,12.843111,8.904947,19.1231,30.40451,20.249857,12.199283,17.689388,12.393342,5.069286,23.692537,8.865052,26.217487,19.259569,15.394404,33.116993,16.428833,21.171835,17.22418,16.937412,12.519922,19.388292,23.187767,59.465244,19.271322,18.427708,14.206569,33.22578,33.848911,21.137787,15.562675,18.278166,8.903696,16.621145,21.183084
16.793774,21.384706,17.323103,17.673632,15.299841,30.995825,34.046032,24.981236,25.312378,36.099655,29.415775,32.180878,19.849443,18.163647,24.268433,6.514441,11.292572,18.422968,11.424149,17.242754,17.245319,6.013142,19.968168,6.443453,19.649765,31.542971,21.330128,13.592998,11.917366,12.104817,7.784589,43.468712,13.836566,20.10924,14.683617,24.000872,17.302198,26.892523,11.489401,10.25661,24.252153,34.922005,34.638443,9.351821,7.278167,12.000481,10.411989,16.765524,11.925675,16.578295,9.941504,28.533737,21.343151,41.487213,31.980078,13.546329,32.241829,7.85011,25.470898,11.980232,9.725498,15.284588,13.293192,23.442293,2.184872,30.474733,13.101637,8.877542,19.496218,30.3834,19.899393,12.310268,17.750711,12.434875,5.039983,23.785782,9.075881,26.412834,19.281054,15.434665,33.409863,16.363966,21.197416,17.284092,16.977785,12.461652,19.696865,23.21179,59.384872,19.34392,18.581326,14.553493,33.332607,34.178757,21.300468,15.646497,18.33638,8.834382,16.602905,20.852175
16.841261,21.745178,17.283974,17.644119,15.594743,30.958788,34.106956,25.074432,25.471542,36.340092,29.349693,32.14669,19.970892,18.198412,24.557264,6.62348,11.365472,18.597763,11.372258,17.621536,17.253096,5.989933,20.191496,6.424532,19.727736,31.809898,21.320414,13.733912,11.962869,12.095068,7.803812,43.574268,13.886681,20.225433,14.834036,24.086889,17.313259,26.985023,11.642433,10.066033,24.415436,34.90456,34.754833,9.355968,7.402719,12.003848,10.333558,16.579626,12.280704,16.682631,10.111739,28.809364,21.677801,41.543396,32.053898,13.505809,32.44479,7.867723,25.486629,12.0402,9.985439,15.208384,13.30214,23.773483,2.295177,30.270683,13.359559,8.835303,19.868011,30.368954,19.574154,12.399367,17.821987,12.467151,5.016016,23.885658,9.315763,26.636723,19.296547,15.469044,33.701786,16.30658,21.217825,17.366032,17.042238,12.401237,20.017948,23.235657,59.279427,19.397182,18.734873,14.930538,33.440861,34.533455,21.464354,15.719357,18.392635,8.766232,16.584871,20.502981
16.889557,22.106451,17.240747,17.616844,15.897717,30.912525,34.163349,25.185284,25.6154,36.574493,29.284555,32.121033,20.075994,18.244446,24.863064,6.733697,11.438293,18.762136,11.348291,18.044273,17.276953,5.965272,20.421562,6.402814,19.806898,32.084667,21.294636,13.877734,12.00413,12.081813,7.842677,43.661598,13.946527,20.330212,14.986408,24.181559,17.324162,27.078651,11.756132,9.862697,24.592142,34.867455,34.875221,9.361098,7.482969,12.007298,10.27448,16.373167,12.642547,16.814898,10.29617,29.08576,22.032835,41.647358,32.160137,13.474959,32.639561,7.894853,25.503323,12.091517,10.302338,15.173307,13.304456,24.108875,2.4131,30.063974,13.625906,8.806264,20.243042,30.36237,19.365185,12.465531,17.903044,12.491727,4.998924,23.991077,9.582861,26.889034,19.309145,15.501693,33.99057,16.256935,21.235653,17.461487,17.133341,12.340386,20.350597,23.255569,59.151794,19.43358,18.888138,15.338259,33.551025,34.912712,21.632568,15.783382,18.443197,8.706083,16.565922,20.136326
16.938326,22.468235,17.212528,17.590939,16.206144,30.858101,34.211811,25.310505,25.733265,36.805599,29.223698,32.107174,20.164871,18.305365,25.197323,6.845921,11.512342,18.914946,11.34539,18.488056,17.304714,5.950111,20.666428,6.37997,19.887449,32.367043,21.254148,14.021941,12.042092,12.065938,7.902751,43.73336,14.014584,20.425608,15.138428,24.285038,17.334789,27.172985,11.823652,9.658257,24.781576,34.814541,35.000481,9.366756,7.518785,12.011156,10.236803,16.15132,13.007073,16.974245,10.493173,29.358953,22.404539,41.789864,32.282295,13.458498,32.827274,7.932226,25.522274,12.135824,10.669621,15.182311,13.30035,24.446938,2.539747,29.889019,13.909336,8.81157,20.623566,30.365011,19.241053,12.508896,17.993311,12.509965,4.988829,24.103586,9.874166,27.167255,19.322666,15.537334,34.275291,16.215694,21.251905,17.559797,17.251429,12.280735,20.693752,23.268349,59.006454,19.457466,19.040466,15.775046,33.661816,35.315567,21.807878,15.841549,18.485041,8.654548,16.544609,19.753654
16.987339,22.830917,17.218834,17.565781,16.51757,30.795729,34.25293,25.444702,25.810827,37.039974,29.169331,32.107712,20.238482,18.378952,25.57122,6.960044,11.588918,19.056509,11.353983,18.915335,17.321383,5.953599,20.925676,6.357368,19.969662,32.656467,21.200054,14.164076,12.078729,12.049025,7.980201,43.792633,14.088983,20.514433,15.288822,24.397053,17.344995,27.267857,11.843895,9.462097,24.983335,34.75177,35.131207,9.371829,7.51322,12.015715,10.221731,15.923756,13.368922,17.157444,10.70063,29.626247,22.787977,41.961895,32.395939,13.461718,33.008976,7.978601,25.54455,12.174934,11.071846,15.235702,13.290559,24.785498,2.675172,29.76874,14.211072,8.853644,21.009193,30.377953,19.150574,12.530959,18.091866,12.525447,4.984798,24.225616,10.184295,27.469746,19.341145,15.580407,34.556442,16.183683,21.26697,17.651388,17.394627,12.223155,21.052071,23.271889,58.851269,19.474569,19.190922,16.237312,33.770378,35.740482,21.992176,15.897464,18.516184,8.609356,16.519979,19.357489
17.036392,23.194401,17.27153,17.541084,16.829628,30.72467,34.292618,25.58164,25.838049,37.287113,29.122789,32.122627,20.29887,18.457903,25.987356,7.074981,11.668818,19.188486,11.366119,19.2803,17.312805,5.981151,21.188025,6.336346,20.053865,32.952332,21.133003,14.30196,12.11673,12.033122,8.065629,43.842312,14.167321,20.600058,15.43731,24.516459,17.35463,27.36348,11.821624,9.282866,25.196615,34.685486,35.268261,9.374747,7.472902,12.021282,10.229521,15.70348,13.721839,17.359116,10.916393,29.886595,23.177427,42.15572,32.478096,13.487872,33.185524,8.030004,25.570942,12.210476,11.487935,15.331635,13.276134,25.121838,2.81845,29.706219,14.521443,8.917037,21.397444,30.400698,19.066301,12.534501,18.197266,12.544853,4.986153,24.358921,10.504995,27.797441,19.367966,15.634346,34.835567,16.161951,21.282545,17.731045,17.559196,12.167293,21.433613,23.265388,58.700878,19.491348,19.338701,16.719875,33.873524,36.185223,22.185825,15.954907,18.535799,8.568469,16.49226,18.951565
17.085476,23.556198,17.367153,17.517088,17.140001,30.643568,34.340603,25.715584,25.817907,37.557213,29.085272,32.149937,20.34897,18.532339,26.432751,7.189686,11.751891,19.313297,11.374839,19.539303,17.273876,6.032042,21.436352,6.318085,20.14043,33.254562,21.054518,14.43391,12.158935,12.020522,8.148172,43.884773,14.246732,20.685955,15.583919,24.64118,17.363522,27.460396,11.765438,9.128932,25.419809,34.621666,35.413204,9.374053,7.407433,12.028258,10.25913,15.505783,14.059157,17.572392,11.13826,30.140274,23.566654,42.36314,32.512314,13.533335,33.357666,8.080308,25.601967,12.243608,11.898332,15.465717,13.258301,25.452885,2.968113,29.691679,14.825962,8.980774,21.785055,30.430292,18.983028,12.523334,18.30744,12.576861,4.993836,24.505676,10.825839,28.151945,19.405077,15.701179,35.114456,16.151863,21.301374,17.799339,17.740057,12.111602,21.839935,23.249456,58.575108,19.514278,19.483618,17.216578,33.969643,36.646606,22.386894,16.017239,18.54413,8.531582,16.463003,18.540415
17.134962,23.910894,17.488911,17.49468,17.446524,30.551104,34.407433,25.842419,25.767355,37.858532,29.058517,32.186859,20.391989,18.592432,26.886423,7.304488,11.83675,19.433243,11.373796,19.663145,17.215933,6.099,21.655293,6.303028,20.229757,33.563923,20.968187,14.558922,12.207794,12.013535,8.220244,43.9212,14.324281,20.775324,15.728119,24.76869,17.371424,27.559179,11.685678,9.00656,25.650635,34.56451,35.568214,9.369263,7.327489,12.037227,10.307858,15.348565,14.374489,17.78989,11.363531,30.388027,23.949215,42.572475,32.488537,13.586149,33.525982,8.122872,25.637888,12.274857,12.291369,15.6313,13.238406,25.775471,3.122689,29.714516,15.113694,9.031457,22.169279,30.461998,18.905645,12.502035,18.419838,12.630435,5.010806,24.671034,11.136218,28.533773,19.452633,15.781447,35.394318,16.154915,21.324776,17.86186,17.931444,12.053743,22.261,23.226202,58.491367,19.549202,19.626394,17.72097,34.061623,37.120373,22.590668,16.086857,18.54225,8.5006,16.434587,18.128635
