"X231_hop_R_01.c3d.11","X238_hop_R_01.c3d.11","X250_hop_R_01.c3d.11","X253_hop_R_01.c3d.11","X263_Hop_L_01.c3d.11","X278_hop_R_01.c3d.11","X281_hop_R_01.c3d.11","X283_Hop_L_01.c3d.11","X285_Hop_R_01.c3d.11","X286_hop_L_01.c3d.11","X300_hop_R_01.c3d.11","X302_hop_L_01.c3d.11","X305_hop_R_01.c3d.11","X306_hop_L_01.c3d.11","X309_hop_L_01.c3d.11","X310_hop_R_01.c3d.11","X312_hop_R_01.c3d.11","X318_hop_R_01.c3d.11","X321_hop_R_01.c3d.11","X326_hop_L_01.c3d.11","X328_hop_R_01.c3d.11","X337_hop_R_01.c3d.11","X340_hop_L_01.c3d.11","X341_hop_R_01.c3d.11","X342_hop_L_01.c3d.11","X343_Hop_L_01.c3d.11","X346_Hop_R_01.c3d.11","X354_hop_R_01.c3d.11","X361_hop_R_01.c3d.11","X368_hop_R_01.c3d.11","X399_hop_R_01.c3d.11","X402_hop_R_01.c3d.11","X004_hop_L_01.c3d.11","X008_hop_R_01.c3d.11","X009_Hop_L_01.c3d.11","X012_hop_L_01.c3d.11","X015_Hop_R_01.c3d.11","X016_Hop_R_01.c3d.11","X017_hop_L_01.c3d.11","X018_hop_R_01.c3d.11","X019_hop_L_01.c3d.11","X021_Hop_L_01.c3d.11","X027_hop_R_01.c3d.11","X028_Hop_L_01.c3d.11","X033_hop_R_01.c3d.11","X035_Hop_R_01.c3d.11","X036_Hop_L_01.c3d.11","X037_hop_R_01.c3d.11","X049_hop_R_01.c3d.11","X052_Hop_R_01.c3d.11","X053_hop_L_01.c3d.11","X068_hop_R_01.c3d.11","X070_hop_R_01.c3d.11","X073_hop_R_01.c3d.11","X075_hop_L_01.c3d.11","X080_hop_L_01.c3d.11","X086_Hop_R_01.c3d.11","X092_hop_R_01.c3d.11","X100_hop_R_01.c3d.11","X103_hop_R_01.c3d.11","X111_hop_L_01.c3d.11","X118_hop_R_01.c3d.11","X119_hop_R_01.c3d.11","X128_hop_R_01.c3d.11","X130_Hop_L_01.c3d.11","X149_hop_R_01.c3d.11","X155_hop_R_01.c3d.11","X329_hop_L_01.c3d.11","X2001_hop_L_01.c3d.11","X2002_hop_L_01.c3d.11","X2004_hop_L_01.c3d.11","X2005_hop_L_01.c3d.11","X2006_hop_L_01.c3d.11","X2007_hop_L_01.c3d.11","X2008_hop_L_01.c3d.11","X2009_hop_L_01.c3d.11","X2010_hop_L_01.c3d.11","X2011_hop_L_01.c3d.11","X2012_hop_L_01.c3d.11","X2013_hop_L_01.c3d.11","X2014_hop_L_01.c3d.11","X2015_hop_L_01.c3d.11","X2016_hop_L_01.c3d.11","X2017_hop_L_01.c3d.11","X2018_hop_L_01.c3d.11","X2019_hop_L_01.c3d.11","X2020_hop_L_01.c3d.11","X2021_hop_L_01.c3d.11","X2022_hop_L_01.c3d.11","X2023_hop_L_01.c3d.11","X2024_hop_L_01.c3d.11","X2025_hop_L_01.c3d.11","X2026_hop_L_01.c3d.11","X2027_hop_R_01.c3d.11","X2028_hop_L_01.c3d.11","X2029_hop_L_01.c3d.11","X2030_hop_L_01.c3d.11","X2031_hop_L_01.c3d.11","X2032_hop_L_01.c3d.11","X2034_hop_L_01.c3d.11"
16.587492,18.135223,16.873291,17.928263,13.518215,30.899696,33.759388,24.817541,22.882769,34.171642,29.747711,32.309059,18.402876,17.62611,22.501732,5.793144,10.780912,17.052734,11.959078,15.719052,17.765131,6.073613,17.735519,6.364902,19.422293,29.661003,21.015116,12.761695,11.461759,12.202889,7.619421,42.072174,13.842079,18.718462,13.675693,23.671734,17.226395,26.410845,9.678159,10.689597,23.731232,34.119335,33.692242,9.275303,5.421738,11.950033,11.122759,16.722103,9.43855,16.430538,9.252014,26.675848,19.253986,42.125954,33.023724,13.658557,30.550932,7.76225,25.414299,11.261238,9.166774,16.569044,13.180325,20.869074,1.376413,31.465004,10.158514,8.42997,16.248056,30.305878,20.228041,11.015495,17.323618,11.176806,5.234907,23.267122,8.372062,25.369299,18.886366,14.895948,31.300291,17.218727,20.85607,17.577291,16.974827,12.829319,16.40909,23.248648,59.36557,18.443897,17.395458,12.236059,31.972904,31.901711,19.869146,14.623302,18.054924,9.778128,16.693367,22.990732
16.585735,18.24077,16.897181,17.927748,13.592483,30.920406,33.745152,24.78779,22.957787,34.282131,29.730473,32.336845,18.508984,17.624395,22.520454,5.815148,10.801454,17.116508,11.962266,15.726719,17.73074,6.056607,17.819962,6.381079,19.497036,29.770809,21.028601,12.795959,11.49132,12.182958,7.66604,42.174908,13.827084,18.823048,13.733623,23.668118,17.227667,26.409124,9.70589,10.712011,23.709402,34.182415,33.756733,9.286137,5.532864,11.955178,11.105005,16.784998,9.576982,16.421352,9.255941,26.771374,19.372717,42.158142,32.918152,13.64587,30.631702,7.782272,25.436312,11.305532,9.165202,16.526726,13.17856,21.038464,1.430017,31.445494,10.263838,8.453876,16.451473,30.328962,20.270069,11.108671,17.36294,11.246798,5.230331,23.262989,8.344543,25.392693,18.920179,14.937257,31.407619,17.137987,20.847204,17.55031,16.964865,12.812174,16.557014,23.228256,59.407677,18.499752,17.460123,12.371084,32.03685,32.067955,19.96628,14.709786,18.056774,9.778686,16.696383,22.888329
16.585859,18.347494,16.920124,17.922619,13.671835,30.940546,33.733334,24.764984,23.038229,34.395191,29.714161,32.362522,18.614168,17.627737,22.542,5.84203,10.823368,17.185146,11.964936,15.736293,17.701685,6.038615,17.906078,6.393754,19.572876,29.880688,21.041849,12.832423,11.52099,12.166376,7.704377,42.27673,13.812377,18.927265,13.791263,23.668524,17.229813,26.413834,9.737919,10.731412,23.694464,34.242748,33.820427,9.296091,5.649984,11.959921,11.082348,16.846922,9.717856,16.413052,9.263836,26.869326,19.491381,42.181244,32.818386,13.635862,30.719238,7.799121,25.454649,11.35183,9.161161,16.484945,13.178496,21.205229,1.482697,31.422054,10.370905,8.475589,16.660585,30.351753,20.312101,11.203012,17.398571,11.316031,5.224558,23.261925,8.326636,25.416845,18.954245,14.978847,31.518677,17.060579,20.842524,17.523554,16.955593,12.794292,16.703199,23.209364,59.447071,18.558846,17.5273,12.505572,32.10183,32.218067,20.063824,14.793706,18.06028,9.778598,16.697855,22.782217
16.588062,18.455124,16.942297,17.913347,13.756315,30.959734,33.724216,24.749205,23.12388,34.510448,29.698723,32.38559,18.718178,17.635899,22.566076,5.873613,10.847175,17.258387,11.966694,15.747975,17.677141,6.020531,17.993181,6.403555,19.649765,29.990862,21.054899,12.871137,11.550756,12.152916,7.73545,42.377632,13.798429,19.030388,13.848781,23.672792,17.232786,26.424656,9.774357,10.747311,23.687239,34.300053,33.883232,9.305089,5.772319,11.9643,11.054295,16.907248,9.860969,16.405872,9.276402,26.96977,19.610039,42.19521,32.72472,13.62883,30.813053,7.813025,25.470898,11.399748,9.154789,16.4436,13.180262,21.369467,1.534497,31.39526,10.479342,8.495616,16.873682,30.37389,20.353951,11.297825,17.430656,11.384339,5.217539,23.263857,8.318565,25.441273,18.98818,15.020467,31.633577,16.986879,20.841629,17.497076,16.946962,12.775727,16.846869,23.192562,59.483234,18.620682,17.596722,12.639431,32.167164,32.356842,20.161125,14.874875,18.065706,9.778497,16.697716,22.672323
16.592485,18.56344,16.963898,17.90049,13.845958,30.977594,33.717957,24.740271,23.214354,34.627552,29.683924,32.405659,18.820766,17.648523,22.592474,5.909586,10.873161,17.335882,11.96713,15.761947,17.656271,6.003155,18.080587,6.411071,19.727736,30.101574,21.067783,12.912158,11.580596,12.142273,7.760298,42.477478,13.785707,19.131779,13.906382,23.680731,17.236507,26.441189,9.815258,10.759452,23.688219,34.354145,33.945103,9.313079,5.898897,11.968361,11.020631,16.965305,10.006177,16.400084,9.294248,27.072796,19.72887,42.200195,32.637318,13.624943,30.912521,7.824245,25.486629,11.448855,9.146379,16.402565,13.183886,21.53142,1.58549,31.365732,10.588823,8.514472,17.089016,30.39502,20.395264,11.392404,17.459473,11.451611,5.209235,23.268621,8.320463,25.465569,19.021587,15.061835,31.752384,16.917164,20.844118,17.470938,16.938957,12.756502,16.987366,23.178295,59.515736,18.684643,17.668093,12.772779,32.232182,32.488235,20.257637,14.953156,18.073299,9.778959,16.695963,22.558563
16.599205,18.672272,16.985142,17.884668,13.940785,30.993767,33.714581,24.73777,23.309105,34.746204,29.669388,32.422443,18.921682,17.665152,22.621105,5.949528,10.901406,17.417225,11.965853,15.778363,17.63826,5.987158,18.167656,6.416835,19.806898,30.213064,21.080542,12.955553,11.610473,12.134097,7.779915,42.576012,13.774652,19.230911,13.964293,23.692142,17.24087,26.462948,9.860607,10.767798,23.697594,34.404953,34.006035,9.320045,6.028579,11.972142,10.981457,17.020386,10.153412,16.395985,9.317848,27.178505,19.848185,42.196548,32.556221,13.62422,31.016899,7.833064,25.503323,11.498692,9.136396,16.361696,13.189306,21.691442,1.635773,31.334118,10.699073,8.532654,17.304909,30.414806,20.435419,11.486053,17.485418,11.517764,5.199625,23.275997,8.332373,25.489418,19.054062,15.102639,31.87509,16.851603,20.849606,17.4452,16.931612,12.736615,17.124178,23.166861,59.544243,18.750015,17.741098,12.905932,32.296265,32.61544,20.352934,15.028439,18.083267,9.780421,16.692652,22.440832
16.608236,18.781487,17.006239,17.866539,14.040798,31.007914,33.714001,24.741102,23.407448,34.866173,29.654627,32.435749,19.02067,17.685251,22.652014,5.992941,10.931822,17.501951,11.962524,15.797364,17.622343,5.973067,18.253819,6.421318,19.887449,30.325573,21.093214,13.001388,11.640332,12.128011,7.795214,42.672928,13.765668,19.32737,14.022758,23.706837,17.24575,26.489386,9.910323,10.772504,23.715271,34.452484,34.066074,9.326004,6.160089,11.975679,10.937185,17.071768,10.302664,16.393909,9.347497,27.28701,19.968399,42.184799,32.48138,13.626521,31.125343,7.839766,25.522274,11.548786,9.12547,16.320824,13.196383,21.84997,1.68547,31.301058,10.809847,8.550624,17.519859,30.432945,20.473366,11.578114,17.509012,11.582723,5.188713,23.285704,8.354256,25.512646,19.08523,15.142547,32.001602,16.79026,20.857742,17.41993,16.925022,12.716038,17.256947,23.158421,59.56852,18.816002,17.81542,13.039382,32.358864,32.740974,20.446712,15.100643,18.095757,9.78303,16.687901,22.319017
16.619528,18.890982,17.027369,17.846764,14.145973,31.019739,33.716034,24.749544,23.508589,34.987282,29.639114,32.445484,19.117458,17.70825,22.685366,6.03929,10.964196,17.589565,11.956879,15.819078,17.607817,5.96126,18.338596,6.424925,19.969662,30.439323,21.105844,13.049718,11.670102,12.123629,7.806993,42.767864,13.759109,19.420837,14.082029,23.724628,17.251024,26.519917,9.964249,10.773871,23.740959,34.496838,34.125271,9.331005,6.292048,11.978999,10.888504,17.118744,10.453983,16.394236,9.383297,27.398426,20.090027,42.1656,32.412666,13.631536,31.236927,7.844631,25.54455,11.598679,9.114367,16.279766,13.204907,22.007479,1.73472,31.267168,10.920928,8.568794,17.732632,30.449158,20.507368,11.667978,17.530863,11.646396,5.176538,23.297436,8.385999,25.53521,19.114748,15.181213,32.131748,16.733084,20.868204,17.395203,16.919357,12.694721,17.385483,23.153021,59.588444,18.881771,17.890751,13.17376,32.419514,32.866802,20.538784,15.169706,18.110836,9.786429,16.681873,22.192984
16.632969,19.000679,17.048685,17.825983,14.256246,31.028984,33.720448,24.762339,23.611656,35.109383,29.622332,32.451641,19.211777,17.733555,22.721428,6.088034,10.998234,17.679552,11.94874,15.84363,17.594049,5.951982,18.421625,6.427995,20.053865,30.55452,21.118469,13.100583,11.699695,12.12057,7.815914,42.860439,13.755271,19.511095,14.142363,23.745344,17.256569,26.55393,10.022157,10.772315,23.774218,34.538162,34.183712,9.335133,6.423021,11.982119,10.836312,17.160639,10.60746,16.397367,9.425164,27.512856,20.213648,42.139725,32.349899,13.638808,31.350679,7.847929,25.570942,11.647934,9.103957,16.238338,13.214607,22.164452,1.783676,31.233015,11.032109,8.587513,17.942301,30.463213,20.534704,11.755115,17.551641,11.708651,5.163183,23.310875,8.427428,25.557211,19.142332,15.218302,32.265282,16.67992,20.880705,17.371105,16.914871,12.672602,17.509754,23.150608,59.603996,18.946476,17.966801,13.309804,32.477859,32.994457,20.629059,15.235579,18.128496,9.789493,16.674765,22.062599
16.648396,19.110521,17.070293,17.804777,14.371512,31.035442,33.726955,24.778797,23.715755,35.232357,29.603834,32.454285,19.303354,17.760582,22.76053,6.138659,11.033594,17.771391,11.93803,15.871145,17.580488,5.945353,18.502653,6.430802,20.14043,30.671347,21.131124,13.153998,11.72901,12.118466,7.822495,42.950249,13.754379,19.59799,14.204001,23.768833,17.262274,26.590836,10.083751,10.768308,23.814529,34.576641,34.241486,9.338491,6.551566,11.985045,10.781631,17.196857,10.763209,16.403746,9.472859,27.630371,20.339878,42.108021,32.292854,13.647746,31.46562,7.849909,25.601967,11.696151,9.095147,16.196358,13.225164,22.321339,1.832498,31.199091,11.143191,8.607055,18.148277,30.474928,20.551323,11.839067,17.572042,11.769305,5.148779,23.325712,8.478326,25.57889,19.167759,15.2535,32.401882,16.630531,20.894978,17.347744,16.911907,12.649607,17.62989,23.151062,59.615265,19.009295,18.043322,13.448318,32.533676,33.125114,20.717535,15.298223,18.148642,9.790024,16.666788,21.927731
16.665613,19.220455,17.092257,17.783651,14.491623,31.038954,33.735283,24.798386,23.820013,35.356064,29.58329,32.45356,19.391928,17.788776,22.803017,6.190694,11.069922,17.864553,11.924764,15.901756,17.56665,5.941388,18.58156,6.433558,20.229757,30.789953,21.143839,13.209948,11.75794,12.11697,7.827119,43.036869,13.756593,19.681438,14.267171,23.794949,17.268053,26.630077,10.148672,10.762338,23.861353,34.61248,34.298698,9.341209,6.676277,11.987781,10.72553,17.226913,10.92136,16.413828,9.526044,27.751009,20.469343,42.071392,32.241268,13.657664,31.580811,7.850807,25.637888,11.742965,9.088814,16.153669,13.236226,22.478544,1.881345,31.165812,11.253971,8.627603,18.350304,30.484182,20.551645,11.919456,17.592741,11.828129,5.133512,23.341656,8.538436,25.600592,19.190876,15.286538,32.541191,16.58461,20.910769,17.325241,16.910889,12.62567,17.746164,23.154192,59.622448,19.069456,18.120113,13.590139,32.586842,33.259686,20.804289,15.357611,18.171101,9.78454,16.658165,21.78826
